,Florida,"97,538","90,812","6,726",,"96,009","89,381","6,628",,-1.6,,-1.6,,-1.5,
,Georgia,"53,015","49,140","3,875",,"54,113","50,151","3,962",,2.1,,2.1,,2.2,
,Hawaii/c,"3,264","2,963",301,,"3,037","2,752",285,,-7,,-7.1,,-5.3,
,Idaho,"7,864","6,776","1,088",,"8,571","7,326","1,245",,9,,8.1,,14.4,
,Illinois/f,"39,915","37,580","2,335",,"38,259","35,995","2,264",,-4.1,,-4.2,,-3,
,Indiana,"26,847","24,282","2,565",,"26,969","24,394","2,575",,0.5,,0.5,,0.4,
,Iowa,"9,399","8,563",836,,"9,260","8,423",837,,-1.5,,-1.6,,0.1,
,Kansas,"9,957","9,089",868,,"9,965","9,103",862,,0.1,,0.2,,-0.7,
,Kentucky,"23,427","20,376","3,051",,"23,082","20,177","2,905",,-1.5,,-1,,-4.8,
,Louisiana,"32,364","30,616","1,748",,"31,584","29,895","1,689",,-2.4,,-2.4,,-3.4,
,Maine,"1,812","1,650",162,,"1,967","1,815",152,,8.6,,10,,-6.2,
,Maryland,"18,741","17,927",814,,"18,476","17,753",723,,-1.4,,-1,,-11.2,
,Massachusetts,"7,907","7,614",293,,"7,503","7,264",239,,-5.1,,-4.6,,-18.4,
,Michigan,"38,761","36,680","2,081",,"38,053","36,024","2,029",,-1.8,,-1.8,,-2.5,
,Minnesota,"10,101","9,402",699,,"9,982","9,317",665,,-1.2,,-0.9,,-4.9,
,Mississippi,"18,678","17,416","1,262",,"18,915","17,644","1,271",,1.3,,1.3,,0.7,
,Missouri,"30,366","27,253","3,113",,"26,038","23,638","2,400",,-14.3,,-13.3,,-22.9,
,Montana/d,"3,765","3,318",447,,"4,723","4,175",548,,:,,:,,:,
,Nebraska,"5,413","5,000",413,,"5,596","5,190",406,,3.4,,3.8,,-1.7,
,Nevada,"13,641","12,349","1,292",,"12,840","11,601","1,239",,-5.9,,-6.1,,-4.1,
,New Hampshire/e,"2,722","2,491",231,,"2,691","2,463",228,,-1.1,,-1.1,,-1.3,
,New Jersey/f,"19,362","18,592",770,,"18,613","17,912",701,,-3.9,,-3.7,,-9,
,New Mexico,"6,938","6,186",752,,"6,634","5,975",659,,-4.4,,-3.4,,-12.4,
,New York,"46,566","44,485","2,081",,"43,439","41,522","1,917",,-6.7,,-6.7,,-7.9,
,North Carolina,"33,883","31,337","2,546",,"33,042","30,579","2,463",,-2.5,,-2.4,,-3.3,
,North Dakota/e,"1,668","1,479",189,,"1,767","1,563",204,,5.9,,5.7,,7.9,
,Ohio/f,"50,431","46,153","4,278",,"50,338","46,072","4,266",,-0.2,,-0.2,,-0.3,
,Oklahoma,"26,618","23,597","3,021",,"25,338","22,755","2,583",,-4.8,,-3.6,,-14.5,
,Oregon/g,"15,250","14,008","1,242",,"14,943","13,726","1,217",,:,,:,,:,
,Pennsylvania,"46,954","44,080","2,874",,"45,485","42,724","2,761",,-3.1,,-3.1,,-3.9,
,Rhode Island/c,"1,671","1,612",59,,"1,656","1,598",58,,-0.9,,-0.9,,-1.7,
,South Carolina,"18,712","17,433","1,279",,"18,295","17,058","1,237",,-2.2,,-2.2,,-3.3,
,South Dakota,"3,942","3,373",569,,"3,797","3,237",560,,-3.7,,-4,,-1.6,
,Tennessee,"26,321","23,642","2,679",,"26,349","23,615","2,734",,0.1,,-0.1,,2.1,
,Texas,"158,611","145,407","13,204",,"154,479","141,830","12,649",,-2.6,,-2.5,,-4.2,
,Utah/e,"6,643","6,068",575,,"6,662","6,080",582,,0.3,,0.2,,1.2,
,"Vermont/c,h","1,173","1,077",96,,"1,137","1,052",85,,:,,:,,:,
,Virginia,"36,660","33,620","3,040",,"36,091","33,090","3,001",,-1.6,,-1.6,,-1.3,
,Washington,"19,408","17,702","1,706",,"19,184","17,565","1,619",,-1.2,,-0.8,,-5.1,
,West Virginia,"6,775","5,989",786,,"6,800","5,979",821,,0.4,,-0.2,,4.5,
,Wisconsin,"22,794","21,287","1,507",,"22,039","20,612","1,427",,-3.3,,-3.2,,-5.3,
,Wyoming,"2,543","2,207",336,,"2,479","2,142",337,,-2.5,,-2.9,,0.3,
"Note: Jurisdiction refers to the legal authority of state or federal correctional officials over a prisoner, regardless of where the prisoner is held. For jurisdiction-level information, see Jurisdiction notes on the BJS website. Counts are for December 31 of each year and are based on prisoners with a sentence of more than one year. As of December 31, 2001, sentenced felons from the District of Columbia were the responsibility of the Federal Bureau of Prisons. ",,,,,,,,,,,,,,,
:Not calculated. Counts and rates for 2018 and 2019 are not comparable. ,,,,,,,,,,,,,,,
"a/Total and state estimates for 2018 and 2019 include imputed counts for Oregon, which did not submit 2018 or 2019 National Prisoner Statistics (NPS) data. Estimates for 2019 also include imputed counts for Vermont, which provided total jurisdiction counts but could not break down the population by sentence length. See Methodology.",,,,,,,,,,,,,,,
b/Includes prisoners held in community corrections facilities that are non-secure and privately operated facilities and juveniles held in privately operated facilities.,,,,,,,,,,,,,,,
c/Prisons and jails form one integrated system. Data include total jail and prison populations.,,,,,,,,,,,,,,,
d/Data for 2019 are not comparable to data for previous years.,,,,,,,,,,,,,,,
e/State submitted updated 2018 sentenced-population counts.,,,,,,,,,,,,,,,
f/Includes a small number of prisoners sentenced to one year or less.,,,,,,,,,,,,,,,
g/State did not submit 2018 or 2019 NPS data. Counts were imputed for 2018 and 2019. See Methodology.,,,,,,,,,,,,,,,
h/State provided total jurisdiction counts for 2019 but could not break down the population by sentence length. BJS used the state-reported distribution of total jurisdiction counts by sentence length from 2018 to calculate the number of prisoners in 2019 who were sentenced to more than one year.,,,,,,,,,,,,,,,
"Source: Bureau of Justice Statistics, National Prisoner Statistics, 2018 and 2019.",,,,,,,,,,,,,,,
