,"Idah/oc,e","8,117","7,080","1,037",,"8,052","7,068",984,,:,,:,,:,
,Illinois/e,"48,278","45,390","2,888",,"46,240","43,565","2,675",,:,,:,,:,
,Indiana,"29,271","26,396","2,875",,"27,355","24,815","2,540",,-6.5,,-6.0,,-11.7,
,Iowa,"8,838","8,086",752,,"8,849","8,041",808,,0.1,,-0.6,,7.4,
,Kansas/c,"9,877","9,083",794,,"9,857","9,018",839,,-0.2,,-0.7,,5.7,
,Kentucky/e,"21,657","19,084","2,573",,"21,701","19,114","2,587",,:,,:,,:,
,Louisiana,"38,030","35,955","2,075",,"36,377","34,331","2,046",,-4.3,,-4.5,,-1.4,
,Maine,"2,242","2,063",179,,"2,279","2,072",207,,1.7,,0.4,,15.6,
,Maryland,"21,011","20,100",911,,"20,764","19,849",915,,-1.2,,-1.2,,0.4,
,Massachusetts,"10,713","9,985",728,,"9,922","9,268",654,,-7.4,,-7.2,,-10.2,
,Michigan,"43,390","41,267","2,123",,"42,628","40,355","2,273",,-1.8,,-2.2,,7.1,
,Minnesota,"10,637","9,901",736,,"10,798","10,027",771,,1.5,,1.3,,4.8,
,Mississippi,"18,793","17,448","1,345",,"18,911","17,595","1,316",,0.6,,0.8,,-2.2,
,Missouri,"31,942","28,836","3,106",,"32,330","29,063","3,267",,1.2,,0.8,,5.2,
,Montana,"3,699","3,311",388,,"3,685","3,295",390,,-0.4,,-0.5,,0.5,
,Nebraska,"5,441","5,001",440,,"5,372","4,943",429,,-1.3,,-1.2,,-2.5,
,Nevada/f,"12,537","11,452","1,085",,"13,071","11,905","1,166",,4.3,,4.0,,7.5,
,New Hampshire,"2,963","2,715",248,,"2,897","2,661",236,,-2.2,,-2.0,,-4.8,
,New Jersey,"21,590","20,571","1,019",,"20,489","19,581",908,,-5.1,,-4.8,,-10.9,
,New Mexico,"7,021","6,348",673,,"7,169","6,463",706,,2.1,,1.8,,4.9,
,New York,"52,518","50,192","2,326",,"51,727","49,373","2,354",,-1.5,,-1.6,,1.2,
,North Carolina,"37,096","34,455","2,641",,"36,617","33,928","2,689",,-1.3,,-1.5,,1.8,
,North Dakota,"1,718","1,514",204,,"1,795","1,587",208,,4.5,,4.8,,2.0,
,Ohio,"51,519","47,311","4,208",,"52,233","47,803","4,430",,1.4,,1.0,,5.3,
,Oklahoma/c,"27,650","24,799","2,851",,"28,547","25,489","3,058",,3.2,,2.8,,7.3,
,Oregon/f,"15,075","13,799","1,276",,"15,245","13,938","1,307",,1.1,,1.0,,2.4,
,Pennsylvania,"50,694","47,936","2,758",,"49,858","47,039","2,819",,-1.6,,-1.9,,2.2,
,Rhode Island/d,"3,359","3,201",158,,"3,248","3,102",146,,-3.3,,-3.1,,-7.6,
,South Carolina,"21,401","20,032","1,369",,"20,929","19,574","1,355",,-2.2,,-2.3,,-1.0,
,South Dakota,"3,608","3,199",409,,"3,564","3,148",416,,-1.2,,-1.6,,1.7,
,Tennessee,"28,769","26,160","2,609",,"28,172","25,532","2,640",,-2.1,,-2.4,,1.2,
,Texas,"166,043","151,717","14,326",,"163,909","149,501","14,408",,-1.3,,-1.5,,0.6,
,Utah/c,"7,031","6,369",662,,"6,492","5,977",515,,-7.7,,-6.2,,-22.2,
,Vermont/d,"1,979","1,823",156,,"1,750","1,600",150,,-11.6,,-12.2,,-3.8,
,Virginia,"37,544","34,529","3,015",,"38,403","35,167","3,236",,2.3,,1.8,,7.3,
,Washington,"18,120","16,666","1,454",,"18,284","16,829","1,455",,0.9,,1.0,,0.1,
,West Virginia,"6,896","6,065",831,,"7,118","6,253",865,,3.2,,3.1,,4.1,
,Wisconsin,"22,597","21,219","1,378",,"22,975","21,567","1,408",,1.7,,1.6,,2.2,
,Wyoming,"2,383","2,106",277,,"2,424","2,157",267,,1.7,,2.4,,-3.6,
"Note: Jurisdiction refers to the legal authority of state or federal correctional officials over a prisoner, regardless of where the prisoner is held.",,,,,,,,,,,,,,,
: Not calculated.,,,,,,,,,,,,,,,
"a/Total and state estimates include imputed counts for Nevada and Oregon, which did not submit 2015 data to National Prisoner Statistics (NPS). See Methodology.",,,,,,,,,,,,,,,
"b/Includes prisoners held in nonsecure, privately operated community corrections facilities and juveniles held in contract facilities.",,,,,,,,,,,,,,,
c/State has updated 2014 population counts.,,,,,,,,,,,,,,,
d/Prisons and jails form one integrated system. Data include total jail and prison populations.,,,,,,,,,,,,,,,
"e/State has changed reporting methodology, so 2015 counts are not comparable to those published for earlier years. (See Jurisdiction notes.)",,,,,,,,,,,,,,,
f/State did not submit 2015 NPS data. Counts were imputed. See Methodology.,,,,,,,,,,,,,,,
"Source: Bureau of Justice Statistics, National Prisoner Statistics Program, 2014–2015.",,,,,,,,,,,,,,,
