,Oklahoma/d,"29,531","26,145","3,386",,"27,729","24,615","3,114",,-6.1,,-5.9,,-8,
,Oregon/d,"15,150","13,846","1,304",,"15,200","13,877","1,323",,0.3,,0.2,,1.5,
,Pennsylvania,"49,000","46,188","2,812",,"48,074","45,281","2,793",,-1.9,,-2,,-0.7,
,Rhode Island/c,"2,030","1,962",68,,"1,808","1,739",69,,-10.9,,-11.4,,1.5,
,South Carolina,"20,371","18,981","1,390",,"19,541","18,233","1,308",,-4.1,,-3.9,,-5.9,
,South Dakota,"3,820","3,323",497,,"3,959","3,424",535,,3.6,,3,,7.6,
,Tennessee,"28,203","25,481","2,722",,"28,980","25,969","3,011",,2.8,,1.9,,10.6,
,Texas,"157,903","144,928","12,975",,"157,584","144,750","12,834",,-0.2,,-0.1,,-1.1,
,Utah/d,"6,171","5,765",406,,"6,437","5,945",492,,4.3,,3.1,,21.2,
,Vermont/c,"1,229","1,146",83,,"1,126","1,021",105,,-8.4,,-10.9,,26.5,
,Virginia,"37,813","34,704","3,109",,"37,158","34,004","3,154",,-1.7,,-2,,1.4,
,Washington,"19,019","17,377","1,642",,"19,540","17,811","1,729",,2.7,,2.5,,5.3,
,West Virginia,"7,162","6,286",876,,"7,092","6,274",818,,-1,,-0.2,,-6.6,
,Wisconsin,"22,144","20,734","1,410",,"22,682","21,147","1,535",,2.4,,2,,8.9,
,Wyoming,"2,374","2,088",286,,"2,473","2,181",292,,4.2,,4.5,,2.1,
"Note: Jurisdiction refers to the legal authority of state or federal correctional officials over a prisoner, regardless of where the prisoner is held. Counts are for December 31 of each year and are based on prisoners with a sentence of more than one year.",,,,,,,,,,,,,,,
:Not calculated. ,,,,,,,,,,,,,,,
"a/Includes prisoners held in non-secure, privately operated community corrections facilities and juveniles held in contract facilities.",,,,,,,,,,,,,,,
"b/Total and state estimates for 2016 include imputed counts for North Dakota, which did not submit 2016 National Prisoner Statistics (NPS) data. Total and state estimates for 2017 include imputed counts for New Mexico and North Dakota, which did not submit 2017 NPS data. See Methodology.",,,,,,,,,,,,,,,
c/Prisons and jails form one integrated system. Data include total jail and prison populations.,,,,,,,,,,,,,,,
d/State submitted updated 2016 sentenced population counts.,,,,,,,,,,,,,,,
e/State did not submit 2017 NPS data. Counts were imputed for 2017 and should not be compared to 2016 counts. See Methodology.,,,,,,,,,,,,,,,
f/State did not submit 2016 NPS data. Counts were imputed for 2016 and should not be compared to 2017 counts. See Methodology.,,,,,,,,,,,,,,,
"Source: Bureau of Justice Statistics, National Prisoner Statistics, 2016 and 2017.",,,,,,,,,,,,,,,
