,South Carolina,"22,388","21,051","1,337",,"22,060","20,669","1,391",,-1.5,,-1.8,,4,
,South Dakota,"3,650","3,227",423,,"3,651","3,209",442,,0,,-0.6,,4.5,
,Tennessee,"28,411","26,048","2,363",,"28,521","26,069","2,452",,0.4,,0.1,,3.8,
,Texas,"166,372","152,823","13,549",,"168,280","154,450","13,830",,1.1,,1.1,,2.1,
,Utah,"6,962","6,323",639,,"7,075","6,413",662,,1.6,,1.4,,3.6,
,Vermont/d,"2,034","1,907",127,,"2,078","1,924",154,,2.2,,0.9,,21.3,
,Virginia/g,"37,044","34,150","2,894",,"36,982","34,133","2,849",,--,,--,,--,
,Washington,"17,271","15,934","1,337",,"17,984","16,535","1,449",,4.1,,3.8,,8.4,
,West Virginia,"7,070","6,265",805,,"6,824","6,016",808,,-3.5,,-4,,0.4,
,Wisconsing,"22,600","21,375","1,225",,"22,471","21,232","1,239",,--,,--,,--,
,Wyoming,"2,204","1,966",238,,"2,310","2,050",260,,4.8,,4.3,,9.2,
"Note: Jurisdiction refers to the legal authority of state or federal correctional officials over a prisoner, regardless of where the prisoner is held. As of December 31, 2001, sentenced felons from the District of Columbia were the responsibility of the Federal Bureau of Prisons.",,,,,,,,,,,,,,,
 --Not calculated.,,,,,,,,,,,,,,,
a/Includes imputed counts for Nevada. See Methodology for imputation strategy.,,,,,,,,,,,,,,,
b/Alaska did not submit sex-specific jurisdiction counts to NPS in 2013. See Methodology.,,,,,,,,,,,,,,,
c/Includes inmates held in nonsecure privately operated community corrections facilities and juveniles held in contract facilities.,,,,,,,,,,,,,,,
d/Prisons and jails form one integrated system. Data include total jail and prison populations.,,,,,,,,,,,,,,,
e/Changes to Arkansas’ parole system in 2013 contributed to higher counts of inmates under jurisdiction.,,,,,,,,,,,,,,,
f/State did not submit 2012 NPS data. See Methodology.,,,,,,,,,,,,,,,
g/Counts for 2013 are not comparable to earlier years due to a change in reporting methodology. See Jurisdiction notes for more detail.,,,,,,,,,,,,,,,
h/State did not submit 2013 NPS data. See Methodology for imputation strategy.,,,,,,,,,,,,,,,
"Source: Bureau of Justice Statistics, National Prisoner Statistics Program, 2012–2013.",,,,,,,,,,,,,,,
