,South Carolina,"21,725","20,485","1,240",,"21,443","20,147","1,296",,-1.3,,-1.6,,4.5,
,South Dakota,"3,644","3,221",423,,"3,641","3,200",441,,-0.1,,-0.7,,4.3,
,Tennessee,"28,411","26,048","2,363",,"28,521","26,069","2,452",,0.4,,0.1,,3.8,
,Texas,"157,900","146,292","11,608",,"160,295","148,294","12,001",,1.5,,1.4,,3.4,
,Utah,"6,960","6,321",639,,"7,071","6,409",662,,1.6,,1.4,,3.6,
,Vermont/d,"1,516","1,443",73,,"1,575","1,479",96,,3.9,,2.5,,31.5,
,Virginia/g,"37,044","34,150","2,894",,"36,982","34,133","2,849",,--,,--,,--,
,Washington,"17,254","15,920","1,334",,"17,947","16,505","1,442",,4,,3.7,,8.1,
,West Virginia,"7,027","6,235",792,,"6,812","6,011",801,,-3.1,,-3.6,,1.1,
,Wisconsing,"20,474","19,379","1,095",,"21,285","20,116","1,169",,--,,--,,--,
,Wyoming,"2,204","1,966",238,,"2,310","2,050",260,,4.8,,4.3,,9.2,
"Note: Jurisdiction refers to the legal authority of state or federal correctional officials over a prisoner, regardless of where the prisoner is held. Counts are based on prisoners with sentences of more than a year under the jurisdiction of state or federal correctional officials. As of December 31, 2001, sentenced felons from the District of Columbia were the responsibility of the Federal Bureau of Prisons.",,,,,,,,,,,,,,,
 --Not calculated.,,,,,,,,,,,,,,,
a/Includes imputed counts for Nevada. See Methodology for imputation strategy.,,,,,,,,,,,,,,,
b/Alaska did not submit sex-specific counts or sentence length data in 2013. See Methodology.,,,,,,,,,,,,,,,
c/Includes inmates held in nonsecure privately operated community corrections facilities and juveniles held in contract facilities.,,,,,,,,,,,,,,,
d/Prisons and jails form one integrated system. Data include total jail and prison populations.,,,,,,,,,,,,,,,
e/Changes to Arkansas’ parole system in 2013 contributed to higher counts of inmates under jurisdiction.,,,,,,,,,,,,,,,
f/State did not submit 2012 NPS data. See Methodology for imputation strategy.,,,,,,,,,,,,,,,
g/Counts for 2013 are not comparable to earlier years due to a change in reporting methodology. See Jurisdiction notes for more detail.,,,,,,,,,,,,,,,
h/State did not submit 2013 NPS data. See Methodology for imputation strategy.,,,,,,,,,,,,,,,
"Source: Bureau of Justice Statistics, National Prisoner Statistics Program, 2012–2013.",,,,,,,,,,,,,,,
